iter	RMSE
397	2.02920349
398	2.029200375
399	2.029198365
400	2.029195794
401	2.02919435
402	2.029194027
403	2.029194027
404	2.029193343
405	2.029192244
406	2.029190198
407	2.029189353
408	2.029185293
409	2.029184046
410	2.029183492
411	2.029182125
412	2.02918183
413	2.029181401
414	2.02917962
415	2.029179009
416	2.029178182
417	2.029176423
418	2.029176097
419	2.029174277
420	2.029172724
421	2.029172722
422	2.029171828
423	2.029169227
424	2.029168861
425	2.029166371
426	2.029166163
427	2.029166135
428	2.029165461
429	2.029164611
430	2.029163904
431	2.029161796
432	2.029161213
433	2.029161158
434	2.029160555
435	2.029159741
436	2.029154534
437	2.029154377
438	2.02915353
439	2.029151647
440	2.029149446
441	2.029147896
442	2.029147071
443	2.029145898
444	2.029144329
445	2.029142335
446	2.029139162
447	2.029139156
448	2.029138121
449	2.029136273
450	2.0291338
451	2.029132983
452	2.029131523
453	2.029128616
454	2.0291264
455	2.029126038
456	2.029125777
457	2.0291257
458	2.029124078
459	2.029123058
460	2.029121642
461	2.029117362
462	2.02911561
463	2.029114603
464	2.029114425
465	2.02911323
466	2.02911172
467	2.029110005
468	2.029108577
469	2.029107559
470	2.029105703
471	2.02910482
472	2.029104316
473	2.029102565
474	2.029102563
475	2.029100448
476	2.029099374
477	2.029098749
478	2.029097341
479	2.029094818
480	2.02909347
481	2.029092484
482	2.029090582
483	2.029089746
484	2.029087214
485	2.029086971
486	2.029085932
487	2.029084099
488	2.029083252
489	2.029083044
490	2.029082295
491	2.029080509
492	2.029079617
493	2.029078961
494	2.029078313
495	2.029076682
496	2.029076335
497	2.02907628
498	2.029075824
499	2.029075241
500	2.029075187
501	2.02907491
502	2.029074016
503	2.029072257
504	2.029071273
505	2.02906897
506	2.029066384
507	2.029064803
508	2.02906457
509	2.029063267
510	2.029061543
511	2.029061371
512	2.02905898
513	2.02905441
514	2.029054404
515	2.029054081
516	2.029052731
517	2.029052567
518	2.029050359
519	2.029049597
520	2.02904924
521	2.029049195
522	2.029049119
523	2.029047942
524	2.029047093
525	2.029045828
526	2.029045635
527	2.029044722
528	2.029041688
529	2.029041404
530	2.029040516
531	2.029039408
532	2.029038619
533	2.029036337
534	2.029033557
535	2.029032142
536	2.029030663
537	2.029028204
538	2.02902802
539	2.029027782
540	2.029026349
541	2.029025898
542	2.029025142
543	2.029024143
544	2.029023547
545	2.029023546
546	2.029021539
547	2.029020121
548	2.02901859
549	2.029016605
550	2.029016307
551	2.029015136
552	2.029013365
553	2.029013011
554	2.029011935
555	2.02901059
556	2.029009675
557	2.029008417
558	2.029005398
559	2.029005191
560	2.029004255
561	2.029003029
562	2.029001948
563	2.029000899
564	2.028999574
565	2.028998644
566	2.028995458
567	2.028994144
568	2.028992871
569	2.028991783
570	2.028991031
571	2.028990661
572	2.028988904
573	2.028988595
574	2.028986947
575	2.028985175
576	2.028984439
577	2.02898386
578	2.028983692
579	2.028983499
580	2.028981121
581	2.028979236
582	2.028977549
583	2.028977397
584	2.028976283
585	2.028975755
586	2.028975724
587	2.028973563
588	2.028972855
589	2.0289704
590	2.028969711
591	2.028969504
592	2.028969462
593	2.028967546
594	2.028967543
595	2.028967542
596	2.028966042
597	2.028965464
598	2.02896472
599	2.028963062
600	2.028960242
601	2.028959271
602	2.028956891
603	2.02895612
604	2.028955025
605	2.028953729
606	2.028953578
607	2.028952987
608	2.028951838
609	2.028951487
610	2.028950804
611	2.028948281
612	2.028948049
613	2.028947997
614	2.028947988
615	2.028947157
616	2.028946413
617	2.028946206
618	2.028945104
619	2.028944924
620	2.028944213
621	2.028942101
622	2.028941361
623	2.02894132
624	2.028940557
625	2.028939964
626	2.028938822
627	2.028937821
628	2.028936752
629	2.02893627
630	2.028933583
631	2.028933234
632	2.028932346
633	2.028929543
634	2.028928153
635	2.028927154
636	2.028926061
637	2.028925247
638	2.028923836
639	2.028923676
640	2.02892252
641	2.028922429
642	2.028921463
643	2.028921199
644	2.028920763
645	2.028919082
646	2.028919079
647	2.028918232
648	2.028916937
649	2.028916037
650	2.028915524
651	2.028914944
652	2.028912834
653	2.02891183
654	2.028911824
655	2.028911496
656	2.028911024
657	2.028910449
658	2.028908321
659	2.028908321
660	2.028907544
661	2.028907423
662	2.028905813
663	2.028905531
664	2.028903515
665	2.02890277
666	2.028902325
667	2.028901974
668	2.028901865
669	2.028900565
670	2.02890027
671	2.028899961
672	2.028899961
673	2.028898115
674	2.028896483
675	2.02889427
676	2.028893712
677	2.02889324
678	2.02889188
679	2.028891716
680	2.028889626
681	2.028887938
682	2.028886795
683	2.028885525
684	2.028884838
685	2.028883943
686	2.028883465
687	2.028882788
688	2.028882282
689	2.028882276
690	2.028881235
691	2.028880572
692	2.028879254
693	2.028878507
694	2.028876189
695	2.028874455
696	2.028871578
697	2.028870961
698	2.028870608
699	2.028870117
700	2.028868955
701	2.028867951
702	2.02886795
703	2.028867398
704	2.028867123
705	2.028865456
706	2.028863893
707	2.028862491
708	2.028860572
709	2.028860422
710	2.028859392
711	2.028858635
712	2.02885806
713	2.028856018
714	2.028854805
715	2.028854392
716	2.028854101
717	2.028853911
718	2.028853911
719	2.028852844
720	2.028852047
721	2.028851488
722	2.028850485
723	2.028848787
724	2.028848778
725	2.028847799
726	2.028847594
727	2.028846978
728	2.028845642
729	2.028844932
730	2.028842529
731	2.028841127
732	2.028839878
733	2.028838345
734	2.028837787
735	2.028837651
736	2.028836891
737	2.028836415
738	2.028835363
739	2.028835235
740	2.028834507
741	2.028834377
742	2.028832765
743	2.02883051
744	2.028830506
745	2.028830095
746	2.028829538
747	2.028829133
748	2.028828992
749	2.028828986
750	2.028828986
751	2.028826822
752	2.0288265
753	2.028825197
754	2.028824212
755	2.028823794
756	2.028823595
757	2.028823018
758	2.028822874
759	2.02882273
760	2.02882227
761	2.028820754
762	2.028819656
763	2.028818495
764	2.028815878
765	2.02881504
766	2.028814248
767	2.028811771
768	2.028809528
769	2.02880894
770	2.028808276
771	2.028807365
772	2.028806578
773	2.028805107
774	2.028804452
775	2.028803962
776	2.028803822
777	2.028802011
778	2.028800969
779	2.028799503
780	2.028799498
781	2.028798723
782	2.028798223
783	2.028795114
784	2.028791403
785	2.028788945
786	2.02878721
787	2.028787064
788	2.02878495
789	2.028783748
790	2.028782709
791	2.028782517
792	2.028781359
793	2.028780258
794	2.028778957
795	2.028778097
796	2.028775885
797	2.028774792
798	2.028774743
799	2.028774428
800	2.028772496
801	2.028771104
802	2.028769971
803	2.028766526
804	2.028766335
805	2.028766016
806	2.028764702
807	2.028764156
808	2.028763157
809	2.028762174
810	2.028760904
811	2.028758861
812	2.02875858
813	2.028757809
814	2.02875761
815	2.0287571
816	2.028754501
817	2.028754496
818	2.028749335
819	2.028748123
820	2.028744629
821	2.028743946
822	2.028741857
823	2.028741842
824	2.028741842
825	2.028741157
826	2.028740606
827	2.028739906
828	2.028737699
829	2.028737671
830	2.028736451
831	2.028734808
832	2.028733972
833	2.028733202
834	2.028731947
835	2.028729154
836	2.028728596
837	2.028727588
838	2.028726399
839	2.02872315
840	2.028722559
841	2.028722459
842	2.028721079
843	2.028720039
844	2.028718046
845	2.028715886
846	2.028713674
847	2.028712388
848	2.028711666
849	2.028709547
850	2.028707749
851	2.02870701
852	2.028705329
853	2.028704406
854	2.028703661
855	2.028703045
856	2.028701916
857	2.028699933
858	2.02869927
859	2.028697333
860	2.028697328
861	2.028696374
862	2.02869607
863	2.02869546
864	2.028695251
865	2.028694842
866	2.028690127
867	2.02869006
868	2.028689908
869	2.028689033
870	2.028688388
871	2.028688388
872	2.028687867
873	2.028685908
874	2.02868539
875	2.028685177
876	2.028683991
877	2.028683985
878	2.028683634
879	2.02868314
880	2.02868131
881	2.028680435
882	2.028680195
883	2.028679509
884	2.028677481
885	2.028676611
886	2.028675273
887	2.028674856
888	2.028672814
889	2.028672808
890	2.028670549
891	2.028669753
892	2.028668251
893	2.028665625
894	2.028663924
895	2.028662796
896	2.028661768
897	2.028661605
898	2.028660543
899	2.028659604
900	2.028658697
901	2.028658247
902	2.028656357
903	2.028656094
904	2.028655646
905	2.028654941
906	2.028654362
907	2.028654206
908	2.028652951
909	2.028651676
910	2.028651177
911	2.028651071
912	2.028650926
913	2.028648829
914	2.028646991
915	2.028646954
916	2.028645918
917	2.028645625
918	2.028645619
919	2.028644439
920	2.028643271
921	2.02864227
922	2.028641469
923	2.028640202
924	2.028637411
925	2.028636311
926	2.028634704
927	2.028634059
928	2.028632732
929	2.028631653
930	2.028628875
931	2.028628228
932	2.028626504
933	2.028625448
934	2.028625443
935	2.02862522
936	2.028625054
937	2.02862472
938	2.028623732
939	2.028622939
940	2.028622362
941	2.028622158
942	2.028620991
943	2.02861998
944	2.028614214
945	2.028613667
946	2.028612101
947	2.028611166
948	2.028610676
949	2.028609072
950	2.02860891
951	2.028607969
952	2.028607962
953	2.02860715
954	2.02860616
955	2.028605146
956	2.028604233
957	2.028604228
958	2.028602632
959	2.028602355
960	2.028601516
961	2.028600762
962	2.028599763
963	2.02859864
964	2.02859823
965	2.028597607
966	2.028596357
967	2.028596354
968	2.02859592
969	2.028595506
970	2.028594769
971	2.028594005
972	2.028594004
973	2.028593776
974	2.028593178
975	2.028592016
976	2.028590569
977	2.028589946
978	2.028589302
979	2.02858811
980	2.028587332
981	2.0285865
982	2.028585526
983	2.028584034
984	2.028583624
985	2.02858251
986	2.028581889
987	2.028581753
988	2.028580674
989	2.028580535
990	2.028580344
991	2.028580156
992	2.028579715
993	2.028578651
994	2.028577805
995	2.028576677
996	2.02857505
997	2.028572551
998	2.028570475
999	2.02857024
