iter	Passed	Remaining
650	5008	2685
651	5014	2676
652	5021	2668
653	5026	2659
654	5030	2649
655	5035	2640
656	5041	2632
657	5047	2623
658	5055	2615
659	5057	2605
660	5062	2596
661	5066	2586
662	5073	2578
663	5078	2569
664	5089	2563
665	5097	2556
666	5105	2548
667	5112	2540
668	5116	2531
669	5122	2523
670	5126	2513
671	5132	2505
672	5134	2494
673	5142	2487
674	5153	2481
675	5162	2474
676	5168	2465
677	5175	2458
678	5185	2451
679	5188	2441
680	5200	2435
681	5210	2429
682	5220	2422
683	5233	2417
684	5245	2412
685	5252	2404
686	5261	2396
687	5265	2388
688	5275	2381
689	5278	2371
690	5291	2366
691	5297	2357
692	5304	2350
693	5310	2341
694	5318	2333
695	5328	2327
696	5339	2320
697	5345	2312
698	5353	2305
699	5360	2297
700	5367	2289
701	5374	2281
702	5377	2271
703	5384	2263
704	5388	2254
705	5398	2248
706	5405	2240
707	5416	2233
708	5425	2226
709	5431	2218
710	5439	2210
711	5444	2202
712	5451	2194
713	5459	2186
714	5471	2181
715	5477	2172
716	5479	2162
717	5483	2153
718	5485	2143
719	5491	2135
720	5497	2127
721	5505	2119
722	5512	2112
723	5520	2104
724	5522	2094
725	5531	2087
726	5541	2080
727	5547	2072
728	5554	2065
729	5562	2057
730	5571	2050
731	5580	2043
732	5586	2034
733	5596	2028
734	5600	2019
735	5605	2010
736	5611	2002
737	5619	1995
738	5629	1988
739	5634	1979
740	5644	1972
741	5647	1963
742	5657	1956
743	5664	1949
744	5667	1940
745	5676	1932
746	5690	1927
747	5698	1919
748	5705	1911
749	5708	1902
750	5710	1893
751	5724	1887
752	5729	1879
753	5737	1872
754	5750	1865
755	5756	1857
756	5761	1849
757	5767	1841
758	5772	1832
759	5774	1823
760	5785	1817
761	5791	1809
762	5801	1801
763	5808	1794
764	5819	1787
765	5824	1779
766	5831	1771
767	5841	1764
768	5854	1758
769	5862	1751
770	5867	1742
771	5875	1735
772	5882	1727
773	5898	1722
774	5906	1714
775	5913	1706
776	5917	1698
777	5931	1692
778	5937	1684
779	5946	1677
780	5950	1668
781	5955	1660
782	5960	1651
783	5971	1645
784	5983	1638
785	5993	1631
786	6003	1624
787	6006	1616
788	6015	1608
789	6022	1600
790	6030	1593
791	6034	1584
792	6042	1577
793	6050	1569
794	6058	1562
795	6065	1554
796	6072	1546
797	6078	1538
798	6081	1529
799	6087	1521
800	6097	1514
801	6103	1506
802	6114	1499
803	6122	1492
804	6128	1484
805	6132	1476
806	6141	1468
807	6147	1460
808	6153	1452
809	6164	1446
810	6171	1438
811	6180	1430
812	6184	1422
813	6189	1414
814	6194	1406
815	6203	1398
816	6213	1391
817	6217	1383
818	6227	1376
819	6238	1369
820	6248	1362
821	6252	1354
822	6259	1346
823	6262	1337
824	6266	1329
825	6272	1321
826	6280	1313
827	6286	1305
828	6292	1297
829	6296	1289
830	6307	1282
831	6313	1274
832	6323	1267
833	6331	1260
834	6343	1253
835	6356	1247
836	6364	1239
837	6370	1231
838	6379	1224
839	6390	1217
840	6395	1209
841	6401	1201
842	6408	1193
843	6415	1185
844	6421	1177
845	6432	1170
846	6442	1163
847	6448	1155
848	6453	1147
849	6459	1139
850	6472	1133
851	6479	1125
852	6488	1118
853	6495	1110
854	6503	1102
855	6511	1095
856	6522	1088
857	6533	1081
858	6541	1073
859	6550	1066
860	6553	1058
861	6561	1050
862	6566	1042
863	6572	1034
864	6583	1027
865	6591	1019
866	6602	1012
867	6606	1004
868	6613	996
869	6620	989
870	6634	982
871	6638	974
872	6647	967
873	6657	959
874	6663	951
875	6666	943
876	6675	936
877	6679	928
878	6682	919
879	6689	912
880	6697	904
881	6702	896
882	6706	888
883	6712	880
884	6717	872
885	6726	865
886	6737	858
887	6745	850
888	6752	843
889	6755	834
890	6767	827
891	6775	820
892	6783	812
893	6796	805
894	6806	798
895	6812	790
896	6818	782
897	6822	774
898	6828	767
899	6833	759
900	6839	751
901	6848	744
902	6866	737
903	6879	730
904	6885	722
905	6891	715
906	6901	707
907	6904	699
908	6909	691
909	6919	684
910	6924	676
911	6929	668
912	6933	660
913	6938	652
914	6947	645
915	6950	637
916	6956	629
917	6959	621
918	6962	613
919	6969	606
920	6974	598
921	6982	590
922	6990	583
923	6998	575
924	7010	568
925	7016	560
926	7022	553
927	7030	545
928	7036	537
929	7040	529
930	7047	522
931	7054	514
932	7063	507
933	7069	499
934	7072	491
935	7078	484
936	7085	476
937	7090	468
938	7101	461
939	7114	454
940	7123	446
941	7127	438
942	7135	431
943	7144	423
944	7160	416
945	7170	409
946	7179	401
947	7186	394
948	7193	386
949	7203	379
950	7209	371
951	7214	363
952	7218	355
953	7223	348
954	7228	340
955	7237	333
956	7244	325
957	7247	317
958	7257	310
959	7262	302
960	7272	295
961	7278	287
962	7284	279
963	7290	272
964	7294	264
965	7300	256
966	7307	249
967	7311	241
968	7315	234
969	7323	226
970	7329	218
971	7335	211
972	7338	203
973	7344	196
974	7351	188
975	7357	180
976	7365	173
977	7371	165
978	7378	158
979	7384	150
980	7390	143
981	7397	135
982	7404	128
983	7409	120
984	7419	112
985	7424	105
986	7429	97
987	7432	90
988	7438	82
989	7442	75
990	7447	67
991	7453	60
992	7460	52
993	7469	45
994	7475	37
995	7482	30
996	7488	22
997	7494	15
998	7503	7
999	7513	0
